date,United States,Germany,United Kingdom,Japan,Canada,France
2021-08-25,1.1,0.31,0.45,0.15,0.8,0.64
2021-08-26,1.11,0.33,0.46,0.15,0.79,0.66
2021-08-27,1.09,0.31,0.46,0.15,0.76,0.64
2021-08-30,1.08,0.3,0.46,0.15,0.76,0.63
2021-08-31,1.1,0.33,0.5,0.15,0.79,0.66
2021-09-01,1.08,0.34,0.49,0.16,0.77,0.67
2021-09-02,1.08,0.33,0.49,0.16,0.76,0.67
2021-09-03,1.12,0.35,0.52,0.16,0.79,0.68
2021-09-06,1.12,0.35,0.52,0.17,0.79,0.66
2021-09-07,1.15,0.38,0.54,0.16,0.82,0.69
2021-09-08,1.12,0.37,0.53,0.17,0.81,0.69
2021-09-09,1.08,0.35,0.51,0.17,0.77,0.65
2021-09-10,1.13,0.37,0.52,0.17,0.82,0.67
2021-09-13,1.11,0.37,0.52,0.17,0.81,0.68
2021-09-14,1.08,0.36,0.51,0.18,0.77,0.66
2021-09-15,1.09,0.39,0.52,0.17,0.8,0.71
2021-09-16,1.12,0.4,0.53,0.18,0.79,0.72
2021-09-17,1.14,0.41,0.56,0.18,0.83,0.73
2021-09-20,1.09,0.4,0.54,0.18,0.78,0.72
2021-09-21,1.11,0.39,0.53,0.17,0.78,0.71
2021-09-22,1.06,0.39,0.52,0.17,0.77,0.7
2021-09-23,1.17,0.43,0.52,0.17,0.86,0.76
2021-09-24,1.18,0.46,0.54,0.18,0.88,0.8
2021-09-27,1.21,0.47,0.57,0.19,0.9,0.81
2021-09-28,1.24,0.48,0.58,0.21,1.0,0.84
2021-09-29,1.23,0.48,0.59,0.2,0.98,0.82
2021-09-30,1.21,0.49,0.61,0.19,0.98,0.84
2021-10-01,1.2,0.48,0.6,0.18,0.96,0.82
2021-10-04,1.2,0.49,0.6,0.17,0.97,0.83
2021-10-05,1.24,0.51,0.63,0.18,1.01,0.84
2021-10-06,1.23,0.51,0.6,0.2,0.98,0.85
2021-10-07,1.27,0.52,0.6,0.19,0.93,0.85
2021-10-08,1.29,0.54,0.61,0.2,0.94,0.87
2021-10-11,1.29,0.55,0.59,0.2,0.94,0.89
2021-10-12,1.24,0.58,0.58,0.21,0.88,0.91
2021-10-13,1.18,0.54,0.51,0.21,0.83,0.87
2021-10-14,1.15,0.5,0.53,0.2,0.81,0.82
2021-10-15,1.18,0.51,0.53,0.2,0.82,0.85
2021-10-18,1.17,0.48,0.41,0.21,0.76,0.84
2021-10-19,1.24,0.52,0.44,0.2,0.8,0.87
2021-10-20,1.27,0.53,0.46,0.2,0.84,0.88
2021-10-21,1.25,0.54,0.49,0.2,0.82,0.88
2021-10-22,1.18,0.53,0.48,0.21,0.78,0.88
2021-10-25,1.2,0.55,0.49,0.21,0.79,0.88
2021-10-26,1.17,0.54,0.48,0.21,0.76,0.88
2021-10-27,1.04,0.46,0.43,0.21,0.54,0.82
2021-10-28,1.09,0.48,0.36,0.19,0.66,0.86
2021-10-29,1.06,0.48,0.32,0.2,0.63,0.89
2021-11-01,1.06,0.51,0.37,0.19,0.68,0.9
2021-11-02,1.1,0.5,0.37,0.18,0.68,0.85
2021-11-03,1.14,0.49,0.37,0.18,0.7,0.84
2021-11-04,1.1,0.49,0.45,0.18,0.68,0.84
2021-11-05,1.05,0.45,0.44,0.17,0.66,0.78
2021-11-08,1.05,0.48,0.44,0.17,0.68,0.82
2021-11-09,1.01,0.44,0.37,0.18,0.67,0.79
2021-11-10,1.04,0.45,0.35,0.18,0.68,0.86
2021-11-11,1.04,0.46,0.36,0.18,0.68,0.89
2021-11-12,1.05,0.48,0.39,0.19,0.69,0.88
2021-11-15,1.1,0.46,0.4,0.18,0.72,0.88
2021-11-16,1.12,0.49,0.38,0.19,0.73,0.9
2021-11-17,1.09,0.48,0.4,0.2,0.7,0.9
2021-11-18,1.08,0.47,0.39,0.2,0.71,0.86
2021-11-19,1.04,0.44,0.39,0.2,0.69,0.81
2021-11-22,1.04,0.44,0.4,0.2,0.72,0.84
2021-11-23,1.05,0.51,0.4,0.2,0.76,0.93
2021-11-24,0.99,0.52,0.41,0.2,0.72,0.95
2021-11-25,0.99,0.49,0.4,0.2,0.71,0.91
2021-11-26,0.98,0.42,0.35,0.2,0.67,0.83
2021-11-29,1.01,0.43,0.36,0.2,0.67,0.83
2021-11-30,0.88,0.39,0.32,0.18,0.58,0.79
2021-12-01,0.85,0.37,0.29,0.18,0.56,0.79
2021-12-02,0.83,0.37,0.27,0.18,0.54,0.77
2021-12-03,0.76,0.36,0.27,0.17,0.42,0.75
2021-12-06,0.8,0.34,0.27,0.16,0.45,0.73
2021-12-07,0.78,0.33,0.27,0.17,0.43,0.74
2021-12-08,0.84,0.36,0.31,0.16,0.51,0.79
2021-12-09,0.81,0.35,0.32,0.16,0.5,0.75
2021-12-10,0.83,0.35,0.31,0.16,0.5,0.73
2021-12-13,0.78,0.32,0.29,0.16,0.48,0.64
2021-12-14,0.78,0.31,0.28,0.16,0.49,0.64
2021-12-15,0.79,0.32,0.25,0.16,0.46,0.65
2021-12-16,0.8,0.34,0.25,0.16,0.45,0.66
2021-12-17,0.76,0.34,0.25,0.16,0.41,0.61
2021-12-20,0.79,0.37,0.23,0.15,0.46,0.63
2021-12-21,0.8,0.39,0.26,0.16,0.46,0.7
2021-12-22,0.79,0.4,0.25,0.16,0.46,0.72
2021-12-23,0.8,0.43,0.26,0.16,0.46,0.76
2021-12-24,0.8,0.43,0.26,0.16,0.48,0.77
2021-12-27,0.78,0.4,0.26,0.15,0.48,0.77
2021-12-28,0.73,0.4,0.26,0.15,0.48,0.78
2021-12-29,0.8,0.44,0.31,0.16,0.49,0.85
2021-12-30,0.78,0.44,0.3,0.16,0.47,0.86
2021-12-31,0.78,0.44,0.28,0.16,0.48,0.86
2022-01-03,0.86,0.48,0.28,0.16,0.48,0.9
2022-01-04,0.89,0.49,0.32,0.17,0.58,0.89
2022-01-05,0.88,0.54,0.32,0.17,0.59,0.88
2022-01-06,0.86,0.54,0.34,0.2,0.62,0.91
2022-01-07,0.9,0.55,0.35,0.21,0.65,0.93
2022-01-10,0.87,0.55,0.35,0.21,0.64,0.92
2022-01-11,0.85,0.55,0.33,0.23,0.63,0.98
2022-01-12,0.82,0.53,0.33,0.21,0.61,0.94
2022-01-13,0.81,0.51,0.34,0.21,0.59,0.92
2022-01-14,0.82,0.54,0.35,0.21,0.61,0.96
2022-01-17,0.82,0.54,0.35,0.22,0.58,0.98
2022-01-18,0.83,0.55,0.35,0.22,0.61,0.99
2022-01-19,0.81,0.56,0.35,0.22,0.6,1.0
2022-01-20,0.78,0.55,0.33,0.22,0.57,0.99
2022-01-21,0.76,0.55,0.29,0.2,0.54,0.97
2022-01-24,0.8,0.55,0.25,0.21,0.57,0.94
2022-01-25,0.75,0.57,0.27,0.21,0.56,0.96
2022-01-26,0.71,0.57,0.28,0.21,0.57,0.97
2022-01-27,0.61,0.55,0.27,0.22,0.52,0.98
2022-01-28,0.61,0.56,0.28,0.22,0.51,1.01
2022-01-31,0.6,0.54,0.26,0.23,0.5,1.06
2022-02-01,0.62,0.51,0.24,0.22,0.52,1.09
2022-02-02,0.62,0.5,0.23,0.23,0.52,1.08
2022-02-03,0.63,0.48,0.22,0.23,0.5,1.14
2022-02-04,0.6,0.45,0.15,0.24,0.5,1.15
2022-02-07,0.63,0.52,0.13,0.24,0.5,0.92
2022-02-08,0.62,0.56,0.16,0.26,0.51,0.98
2022-02-09,0.58,0.56,0.15,0.25,0.49,0.98
2022-02-10,0.45,0.62,0.16,0.27,0.43,1.03
2022-02-11,0.44,0.62,0.13,0.27,0.39,1.01
2022-02-14,0.41,0.65,0.08,0.25,0.4,1.04
2022-02-15,0.47,0.66,0.05,0.24,0.42,1.06
2022-02-16,0.52,0.64,0.12,0.24,0.42,1.05
2022-02-17,0.5,0.66,0.13,0.24,0.41,1.06
2022-02-18,0.46,0.67,0.11,0.23,0.38,1.06
2022-02-21,0.46,0.66,0.12,0.23,0.38,1.07
2022-02-22,0.39,0.64,0.13,0.22,0.38,1.04
2022-02-23,0.39,0.59,0.18,0.22,0.4,1.01
2022-02-24,0.38,0.59,0.19,0.23,0.39,1.0
2022-02-25,0.39,0.61,0.25,0.24,0.36,1.01
2022-02-28,0.39,0.67,0.37,0.22,0.38,1.06
2022-03-01,0.39,0.66,0.31,0.2,0.38,1.03
2022-03-02,0.36,0.64,0.18,0.18,0.35,1.01
2022-03-03,0.31,0.63,0.17,0.21,0.3,1.02
2022-03-04,0.25,0.66,0.15,0.2,0.29,1.03
2022-03-07,0.22,0.66,0.13,0.2,0.32,1.04
2022-03-08,0.25,0.72,0.12,0.2,0.36,1.09
2022-03-09,0.27,0.7,0.11,0.21,0.39,1.08
2022-03-10,0.29,0.66,0.17,0.22,0.38,1.06
2022-03-11,0.24,0.66,0.17,0.22,0.33,1.05
2022-03-14,0.27,0.71,0.2,0.23,0.39,1.1
2022-03-15,0.29,0.75,0.21,0.24,0.39,1.14
2022-03-16,0.25,0.73,0.22,0.24,0.29,1.11
2022-03-17,0.26,0.72,0.27,0.23,0.3,1.11
2022-03-18,0.21,0.71,0.29,0.23,0.31,1.1
2022-03-21,0.17,0.75,0.32,0.23,0.3,1.16
2022-03-22,0.22,0.74,0.29,0.23,0.33,1.15
2022-03-23,0.2,0.72,0.28,0.25,0.26,1.12
2022-03-24,0.23,0.73,0.3,0.25,0.25,1.13
2022-03-25,0.2,0.72,0.28,0.26,0.2,1.11
2022-03-28,0.13,0.7,0.25,0.27,0.15,1.09
2022-03-29,0.03,0.69,0.29,0.27,0.13,1.08
2022-03-30,0.04,0.64,0.28,0.26,0.13,1.05
2022-03-31,0.0,0.62,0.26,0.25,0.11,1.0
2022-04-01,-0.07,0.62,0.23,0.25,0.09,1.02
2022-04-04,-0.03,0.59,0.18,0.25,0.12,1.0
2022-04-05,0.03,0.64,0.19,0.25,0.14,1.08
2022-04-06,0.13,0.69,0.24,0.28,0.17,1.12
2022-04-07,0.2,0.7,0.26,0.27,0.2,1.17
2022-04-08,0.19,0.66,0.27,0.31,0.2,1.14
2022-04-11,0.28,0.68,0.29,0.32,0.27,1.12
2022-04-12,0.32,0.72,0.29,0.32,0.29,1.13
2022-04-13,0.35,0.69,0.31,0.3,0.31,1.12
2022-04-14,0.37,0.8,0.33,0.29,0.34,1.24
2022-04-15,0.37,0.8,0.33,0.3,,1.24
2022-04-18,0.4,0.8,0.33,0.3,0.36,1.24
2022-04-19,0.34,0.86,0.38,0.29,0.3,1.29
2022-04-20,0.26,0.81,0.34,0.3,0.25,1.25
2022-04-21,0.23,0.75,0.26,0.3,0.25,1.19
2022-04-22,0.23,0.69,0.25,0.3,0.23,1.12
2022-04-25,0.19,0.69,0.29,0.3,0.25,1.13
2022-04-26,0.24,0.67,0.3,0.3,0.27,1.14
2022-04-27,0.24,0.7,0.32,0.3,0.29,1.16
2022-04-28,0.21,0.7,0.33,0.28,0.26,1.19
2022-04-29,0.22,0.68,0.31,0.28,0.24,1.2
2022-05-02,0.25,0.73,0.31,0.28,0.28,1.25
2022-05-03,0.19,0.69,0.31,0.28,0.24,1.2
2022-05-04,0.29,0.7,0.33,0.28,0.31,1.23
2022-05-05,0.33,0.76,0.42,0.28,0.33,1.29
2022-05-06,0.4,0.81,0.49,0.29,0.41,1.33
2022-05-09,0.44,0.87,0.56,0.29,0.42,1.37
2022-05-10,0.38,0.84,0.52,0.29,0.33,1.34
2022-05-11,0.28,0.85,0.54,0.29,0.27,1.34
2022-05-12,0.29,0.79,0.49,0.3,0.27,1.3
2022-05-13,0.34,0.84,0.49,0.3,0.29,1.34
2022-05-16,0.31,0.8,0.49,0.3,0.27,1.3
2022-05-17,0.29,0.67,0.44,0.3,0.26,1.29
2022-05-18,0.21,0.64,0.41,0.3,0.19,1.25
2022-05-19,0.23,0.58,0.37,0.3,0.18,1.18
2022-05-20,0.2,0.6,0.39,0.3,0.19,1.22
2022-05-23,0.23,0.6,0.4,0.3,0.19,1.22
2022-05-24,0.27,0.59,0.43,0.3,0.24,1.22
2022-05-25,0.25,0.61,0.48,0.28,0.23,1.25
2022-05-26,0.27,0.64,0.51,0.3,0.25,1.28
2022-05-27,0.26,0.61,0.49,0.3,0.24,1.24
2022-05-30,0.26,0.61,0.5,0.3,0.22,1.26
2022-05-31,0.29,0.62,0.51,0.31,0.23,1.28
2022-06-01,0.26,0.63,0.47,0.31,0.18,1.31
2022-06-02,0.28,0.61,,0.31,0.15,1.3
2022-06-03,0.28,0.61,,0.3,0.15,1.33
2022-06-06,0.31,0.63,0.47,0.31,0.16,1.32
2022-06-07,0.25,0.62,0.47,0.32,0.14,1.3
2022-06-08,0.25,0.65,0.47,0.32,0.16,1.33
2022-06-09,0.23,0.6,0.47,0.32,0.16,1.31
2022-06-10,0.09,0.55,0.4,0.33,0.11,1.28
2022-06-13,0.01,0.48,0.41,0.3,0.11,1.25
2022-06-14,0.05,0.53,0.48,0.29,0.16,1.31
2022-06-15,0.09,0.56,0.5,0.3,0.17,1.3
2022-06-16,0.1,0.55,0.4,0.33,0.15,1.25
2022-06-17,0.05,0.57,0.29,0.3,0.16,1.28
2022-06-20,0.05,0.6,0.3,0.29,0.16,1.35
2022-06-21,0.08,0.62,0.34,0.3,0.16,1.38
2022-06-22,0.1,0.58,0.36,0.32,0.17,1.27
2022-06-23,0.07,0.62,0.38,0.32,0.18,1.28
2022-06-24,0.07,0.63,0.37,0.31,0.2,1.23
2022-06-27,0.08,0.64,0.38,0.31,0.2,1.32
2022-06-28,0.06,0.67,0.35,0.28,0.19,1.37
2022-06-29,0.05,0.68,0.34,0.28,0.16,1.37
2022-06-30,0.06,0.69,0.39,0.29,0.13,1.36
2022-07-01,0.05,0.72,0.4,0.29,0.13,1.36
2022-07-04,0.05,0.72,0.39,0.29,0.11,1.39
2022-07-05,-0.01,0.75,0.37,0.28,0.07,1.38
2022-07-06,-0.07,0.82,0.34,0.31,0.06,1.41
2022-07-07,-0.02,0.76,0.3,0.32,0.02,1.4
2022-07-08,-0.02,0.82,0.3,0.31,0.02,1.39
2022-07-11,-0.08,0.8,0.3,0.31,-0.02,1.45
2022-07-12,-0.08,0.78,0.28,0.31,-0.02,1.41
2022-07-13,-0.22,0.69,0.26,0.31,-0.15,1.32
2022-07-14,-0.17,0.65,0.14,0.3,-0.12,1.32
2022-07-15,-0.2,0.67,0.17,0.3,-0.14,1.31
2022-07-18,-0.19,0.69,0.17,0.3,-0.15,1.37
2022-07-19,-0.22,0.64,0.14,0.31,-0.21,1.26
2022-07-20,-0.2,0.65,0.07,0.32,-0.18,1.27
2022-07-21,-0.21,0.55,0.05,0.31,-0.22,1.13
2022-07-22,-0.22,0.58,0.09,0.29,-0.23,1.19
2022-07-25,-0.22,0.61,0.11,0.27,-0.25,1.23
2022-07-26,-0.25,0.58,0.09,0.28,-0.3,1.21
2022-07-27,-0.21,0.5,0.08,0.27,-0.3,1.13
2022-07-28,-0.19,0.58,0.15,0.28,-0.32,1.17
2022-07-29,-0.24,0.54,0.15,0.27,-0.35,1.14
2022-08-01,-0.3,0.51,0.13,0.27,-0.35,1.11
2022-08-02,-0.3,0.5,0.11,0.26,-0.4,1.1
2022-08-03,-0.36,0.47,0.07,0.28,-0.47,1.12
2022-08-04,-0.35,0.46,0.03,0.27,-0.48,1.1
2022-08-05,-0.4,0.48,0.08,0.27,-0.51,1.1
2022-08-08,-0.45,0.45,0.05,0.27,-0.56,1.03
2022-08-09,-0.49,0.32,0.04,0.27,-0.57,1.0
2022-08-10,-0.43,0.34,0.0,0.28,-0.51,1.0
2022-08-11,-0.33,0.4,0.06,0.28,-0.46,1.06
2022-08-12,-0.41,0.38,0.06,0.27,-0.5,1.03
2022-08-15,-0.39,0.37,-0.02,0.27,-0.51,0.97
2022-08-16,-0.45,0.39,-0.03,0.26,-0.57,1.06
2022-08-17,-0.39,0.35,-0.12,0.28,-0.54,1.02
2022-08-18,-0.32,0.36,-0.14,0.29,-0.54,1.02
2022-08-19,-0.26,0.41,-0.11,0.29,-0.48,1.08
2022-08-22,-0.3,0.41,-0.12,0.3,-0.48,1.13
2022-08-23,-0.25,0.46,-0.14,0.31,-0.44,1.2
2022-08-24,-0.29,0.45,-0.24,0.31,-0.41,1.19
2022-08-25,-0.34,0.44,-0.2,0.32,-0.49,1.21
2022-08-26,-0.36,0.4,-0.22,0.31,-0.52,1.2
2022-08-29,-0.32,0.4,-0.22,0.32,-0.51,1.19
2022-08-30,-0.34,0.36,-0.22,0.32,-0.56,1.15
2022-08-31,-0.3,0.34,-0.22,0.31,-0.53,1.12
2022-09-01,-0.25,0.38,-0.2,0.32,-0.48,1.14
2022-09-02,-0.2,0.42,-0.23,0.32,-0.49,1.19
2022-09-05,-0.2,0.44,-0.27,0.32,-0.49,1.31
2022-09-06,-0.15,0.52,-0.1,0.32,-0.42,1.32
2022-09-07,-0.17,0.47,0.03,0.33,-0.46,1.23
2022-09-08,-0.19,0.38,0.08,0.33,-0.47,1.09
2022-09-09,-0.25,0.37,0.04,0.33,-0.48,1.01
2022-09-12,-0.21,0.33,0.05,0.32,-0.46,0.96
2022-09-13,-0.35,0.34,0.0,0.32,-0.52,0.98
2022-09-14,-0.38,0.29,0.04,0.33,-0.6,0.93
2022-09-15,-0.42,0.23,0.04,0.33,-0.67,0.89
2022-09-16,-0.42,0.22,-0.0,0.32,-0.65,0.73
2022-09-19,-0.45,0.2,-0.0,0.32,-0.66,0.77
2022-09-20,-0.4,0.21,-0.04,0.32,-0.66,0.74
2022-09-21,-0.52,0.13,-0.08,0.31,-0.73,0.7
2022-09-22,-0.41,0.12,-0.03,0.3,-0.66,0.7
2022-09-23,-0.52,0.11,-0.13,0.3,-0.7,0.72
2022-09-26,-0.42,0.16,-0.33,0.3,-0.61,0.78
2022-09-27,-0.34,0.25,-0.14,0.3,-0.57,0.91
2022-09-28,-0.4,0.26,-0.28,0.28,-0.68,0.87
2022-09-29,-0.41,0.38,-0.25,0.3,-0.62,0.98
2022-09-30,-0.45,0.35,-0.14,0.29,-0.62,0.91
2022-10-03,-0.47,0.3,-0.09,0.3,-0.62,0.83
2022-10-04,-0.46,0.3,-0.04,0.28,-0.62,0.81
2022-10-05,-0.4,0.34,-0.0,0.32,-0.58,0.93
2022-10-06,-0.43,0.29,0.04,0.32,-0.69,0.92
2022-10-07,-0.43,0.33,0.07,0.32,-0.67,0.92
2022-10-10,-0.43,0.43,0.09,0.32,-0.67,1.01
2022-10-11,-0.36,0.46,0.15,0.31,-0.63,1.02
2022-10-12,-0.39,0.49,0.42,0.31,-0.62,1.04
2022-10-13,-0.52,0.37,0.4,0.3,-0.69,0.91
2022-10-14,-0.48,0.39,0.42,0.3,-0.68,0.93
2022-10-17,-0.43,0.32,0.39,0.3,-0.69,0.85
2022-10-18,-0.42,0.31,0.38,0.31,-0.67,0.87
2022-10-19,-0.42,0.28,0.37,0.29,-0.65,0.9
2022-10-20,-0.38,0.28,0.32,0.28,-0.61,0.88
2022-10-21,-0.26,0.38,0.26,0.26,-0.56,0.91
2022-10-24,-0.26,0.32,0.32,0.26,-0.58,0.74
2022-10-25,-0.38,0.2,0.22,0.27,-0.67,0.64
2022-10-26,-0.4,0.17,0.3,0.28,-0.6,0.62
2022-10-27,-0.36,0.19,0.27,0.3,-0.6,0.49
2022-10-28,-0.4,0.16,0.22,0.29,-0.61,0.56
2022-10-31,-0.43,0.21,0.18,0.29,-0.65,0.6
2022-11-01,-0.5,0.19,0.29,0.3,-0.66,0.61
2022-11-02,-0.52,0.16,0.34,0.29,-0.61,0.54
2022-11-03,-0.57,0.16,0.43,0.29,-0.65,0.55
2022-11-04,-0.5,0.17,0.47,0.3,-0.62,0.56
2022-11-07,-0.51,0.13,0.41,0.3,-0.58,0.54
2022-11-08,-0.53,-0.04,0.3,0.3,-0.67,0.42
2022-11-09,-0.49,-0.04,0.23,0.3,-0.7,0.4
2022-11-10,-0.52,-0.07,0.19,0.3,-0.68,0.29
2022-11-11,-0.52,-0.05,0.19,0.3,-0.68,0.36
2022-11-14,-0.54,-0.07,0.21,0.3,-0.71,0.28
2022-11-15,-0.57,-0.06,0.19,0.3,-0.72,0.38
2022-11-16,-0.66,-0.1,0.16,0.29,-0.79,0.35
2022-11-17,-0.69,-0.1,0.09,0.29,-0.82,0.37
2022-11-18,-0.7,-0.09,0.06,0.28,-0.85,0.36
2022-11-21,-0.73,-0.11,-0.0,0.26,-0.86,0.31
2022-11-22,-0.76,-0.13,-0.0,0.27,-0.9,0.33
2022-11-23,-0.78,-0.21,-0.12,0.27,-0.95,0.18
2022-11-24,-0.78,-0.26,-0.17,0.27,-0.95,0.13
2022-11-25,-0.78,-0.22,-0.17,0.28,-0.95,0.19
2022-11-28,-0.76,-0.2,-0.16,0.28,-0.97,0.23
2022-11-29,-0.73,-0.18,-0.15,0.28,-0.96,0.2
2022-11-30,-0.7,-0.2,-0.14,0.28,-0.94,0.16
2022-12-01,-0.72,-0.21,-0.18,0.28,-0.96,0.13
2022-12-02,-0.79,-0.25,-0.19,0.28,-0.98,0.12
2022-12-05,-0.81,-0.24,-0.23,0.28,-1.0,0.16
2022-12-06,-0.83,-0.26,-0.23,0.27,-1.01,0.11
2022-12-07,-0.84,-0.22,-0.22,0.27,-1.02,0.16
2022-12-08,-0.83,-0.25,-0.25,0.26,-1.02,0.11
2022-12-09,-0.77,-0.23,-0.25,0.27,-0.97,0.17
2022-12-12,-0.76,-0.26,-0.26,0.27,-0.96,0.14
2022-12-13,-0.72,-0.22,-0.22,0.27,-0.91,0.16
2022-12-14,-0.73,-0.19,-0.14,0.27,-0.89,0.22
2022-12-15,-0.79,-0.3,-0.15,0.27,-0.9,0.19
2022-12-16,-0.7,-0.27,-0.16,0.27,-0.85,0.21
2022-12-19,-0.67,-0.24,-0.18,0.26,-0.78,0.22
2022-12-20,-0.57,-0.21,-0.09,0.39,-0.7,0.37
2022-12-21,-0.55,-0.21,-0.1,0.49,-0.7,0.27
2022-12-22,-0.59,-0.19,-0.04,0.4,-0.74,0.31
2022-12-23,-0.57,-0.25,0.03,0.37,-0.77,0.25
2022-12-26,-0.57,-0.36,0.03,0.41,-0.77,0.25
2022-12-27,-0.53,-0.17,0.03,0.45,-0.77,0.26
2022-12-28,-0.47,-0.17,0.06,0.41,-0.72,0.13
2022-12-29,-0.55,-0.22,0.03,0.41,-0.74,0.09
2022-12-30,-0.55,-0.19,0.1,0.38,-0.75,0.2
2023-01-02,-0.55,-0.27,0.1,0.38,-0.75,-0.01
2023-01-03,-0.63,-0.28,0.06,0.38,-0.81,0.03
2023-01-04,-0.67,-0.31,0.03,0.42,-0.85,-0.0
2023-01-05,-0.74,-0.33,0.02,0.4,-0.86,0.04
2023-01-06,-0.69,-0.37,0.03,0.48,-0.88,0.0
2023-01-09,-0.68,-0.38,0.08,0.48,-0.85,-0.04
2023-01-10,-0.63,-0.35,0.08,0.47,-0.82,0.03
2023-01-11,-0.68,-0.38,-0.12,0.47,-0.87,-0.11
2023-01-12,-0.7,-0.4,-0.1,0.46,-0.9,-0.07
2023-01-13,-0.73,-0.42,-0.12,0.47,-0.77,-0.09
2023-01-16,-0.73,-0.39,-0.13,0.48,-0.72,-0.07
2023-01-17,-0.66,-0.37,-0.14,0.47,-0.7,-0.05
2023-01-18,-0.71,-0.44,-0.18,0.42,-0.74,-0.18
2023-01-19,-0.73,-0.46,-0.18,0.43,-0.76,-0.2
2023-01-20,-0.69,-0.4,-0.11,0.4,-0.75,-0.1
2023-01-23,-0.72,-0.39,-0.1,0.4,-0.79,-0.08
2023-01-24,-0.76,-0.39,-0.1,0.42,-0.79,-0.13
2023-01-25,-0.68,-0.37,-0.16,0.45,-0.77,-0.1
2023-01-26,-0.69,-0.37,-0.15,0.49,-0.77,-0.03
2023-01-27,-0.7,-0.34,-0.15,0.49,-0.79,-0.02
2023-01-30,-0.7,-0.36,-0.14,0.47,-0.83,0.02
2023-01-31,-0.69,-0.36,-0.14,0.52,-0.84,0.01
2023-02-01,-0.69,-0.39,-0.13,0.51,-0.82,0.02
2023-02-02,-0.71,-0.42,-0.2,0.52,-0.84,-0.16
2023-02-03,-0.76,-0.35,-0.2,0.52,-0.88,-0.16
2023-02-06,-0.83,-0.33,-0.21,0.52,-0.9,-0.04
2023-02-07,-0.79,-0.36,-0.19,0.52,-0.87,-0.09
2023-02-08,-0.81,-0.35,-0.15,0.52,-0.9,-0.1
2023-02-09,-0.82,-0.39,-0.21,0.53,-0.92,-0.14
2023-02-10,-0.79,-0.4,-0.23,0.54,-0.93,-0.15
2023-02-13,-0.82,-0.41,-0.24,0.56,-0.97,-0.16
2023-02-14,-0.87,-0.42,-0.31,0.56,-1.0,-0.13
2023-02-15,-0.83,-0.41,-0.31,0.55,-0.91,-0.09
2023-02-16,-0.78,-0.4,-0.3,0.54,-0.85,-0.11
2023-02-17,-0.8,-0.44,-0.28,0.54,-0.86,-0.07
2023-02-20,-0.8,-0.43,-0.27,0.54,-0.86,-0.07
2023-02-21,-0.77,-0.42,-0.31,0.53,-0.81,-0.04
2023-02-22,-0.78,-0.4,-0.32,0.53,-0.83,-0.04
2023-02-23,-0.82,-0.43,-0.33,0.53,-0.87,-0.06
2023-02-24,-0.87,-0.49,-0.37,0.53,-0.88,-0.11
2023-02-27,-0.86,-0.49,0.14,0.53,-0.88,-0.11
2023-02-28,-0.9,-0.49,0.14,0.54,-0.88,-0.1
2023-03-01,-0.88,-0.49,0.18,0.54,-0.87,-0.11
2023-03-02,-0.83,-0.46,0.19,0.54,-0.82,-0.11
2023-03-03,-0.9,-0.5,0.15,0.54,-0.88,-0.12
2023-03-06,-0.93,-0.57,0.09,0.54,-0.9,-0.18
2023-03-07,-1.04,-0.62,0.02,0.54,-1.0,-0.2
2023-03-08,-1.08,-0.69,-0.03,0.54,-1.04,-0.27
2023-03-09,-0.97,-0.63,-0.02,0.52,-0.99,-0.24
2023-03-10,-0.89,-0.59,-0.0,0.43,-0.96,-0.23
2023-03-13,-0.4,-0.43,0.01,0.34,-0.76,-0.03
2023-03-14,-0.56,-0.47,0.01,0.26,-0.84,-0.11
2023-03-15,-0.43,-0.28,0.03,0.37,-0.73,0.1
2023-03-16,-0.58,-0.32,0.01,0.34,-0.83,0.11
2023-03-17,-0.41,-0.28,0.04,0.37,-0.76,0.02
2023-03-20,-0.49,-0.24,0.09,0.32,-0.79,0.17
2023-03-21,-0.56,-0.33,0.09,0.32,-0.81,0.07
2023-03-22,-0.5,-0.38,-0.04,0.38,-0.78,-0.01
2023-03-23,-0.41,-0.33,0.06,0.36,-0.69,0.06
2023-03-24,-0.39,-0.26,0.07,0.35,-0.67,0.13
2023-03-27,-0.47,-0.29,0.06,0.36,-0.71,0.1
2023-03-28,-0.51,-0.3,0.09,0.38,-0.78,0.09
2023-03-29,-0.54,-0.32,0.06,0.37,-0.81,0.06
2023-03-30,-0.57,-0.38,0.06,0.39,-0.83,0.02
2023-03-31,-0.56,-0.39,0.05,0.39,-0.84,-0.02
2023-04-03,-0.55,-0.42,0.04,0.42,-0.81,-0.04
2023-04-04,-0.49,-0.35,0.08,0.44,-0.78,0.03
2023-04-05,-0.47,-0.34,0.09,0.5,-0.77,0.03
2023-04-06,-0.53,-0.37,0.06,0.52,-0.83,-0.02
2023-04-07,-0.59,-0.37,0.06,0.52,-0.83,-0.02
2023-04-10,-0.59,-0.37,0.06,0.51,-0.87,-0.02
2023-04-11,-0.6,-0.4,0.06,0.5,-0.88,-0.01
2023-04-12,-0.57,-0.43,0.05,0.51,-0.89,-0.01
2023-04-13,-0.52,-0.41,0.06,0.51,-0.86,0.03
2023-04-14,-0.59,-0.44,0.05,0.51,-0.78,-0.02
2023-04-17,-0.59,-0.41,0.08,0.52,-0.79,-0.01
