date,germany_10y,germany_30y,japan_10y,japan_30y,uk_10y,uk_30y,us_10y,us_30y
1989-12-29,,,5.732,,,,7.935,
1990-01-01,7.291,,,,,,,
1990-01-02,7.484,,5.733,,,,7.93,
1990-01-03,7.507,,5.733,,,,7.974,
1990-01-04,7.428,,5.842,,,,7.972,
1990-01-05,7.502,,5.881,,,,7.984,
1990-01-08,7.507,,5.969,,,,8.012,
1990-01-09,7.502,,6.138,,,,8.009,
1990-01-10,7.478,,6.231,,,,8.014,
1990-01-11,7.459,,6.248,,,,8.044,
1990-01-12,7.455,,6.512,,,,8.096,
1990-01-15,7.501,,6.512,,,,8.113,
1990-01-16,7.621,,6.699,,,,8.196,
1990-01-17,7.602,,6.64,,,,8.191,
1990-01-18,7.676,,6.91,,,,8.303,
1990-01-19,7.724,,6.737,,,,8.232,
1990-01-22,7.728,,6.672,,,,8.27,
1990-01-23,7.728,,6.642,,,,8.349,
1990-01-24,7.742,,6.739,,,,8.366,
1990-01-25,7.719,,6.528,,,,8.413,
1990-01-26,7.714,,6.429,,,,8.464,
1990-01-29,7.648,,6.542,,,,8.535,
1990-01-30,,,6.578,,,,8.501,
1990-01-31,,,6.688,,,,8.418,
1990-02-01,7.7,,6.561,,,,8.413,
1990-02-02,7.728,,6.621,,,,8.494,
1990-02-05,7.813,,6.69,,,,8.519,
1990-02-06,7.943,,6.617,,,,8.58,
1990-02-07,8.161,,6.66,,,,8.536,
1990-02-08,8.28,,6.76,,,,8.429,
1990-02-09,8.38,,6.68,,,,8.29,
1990-02-12,8.582,,6.68,,,,8.385,
1990-02-13,8.496,,6.723,,,,8.32,
1990-02-14,8.466,,6.829,,,,8.373,
1990-02-15,8.537,,6.798,,,,8.413,
1990-02-16,8.639,,6.872,,,,8.413,
1990-02-19,8.93,,6.969,,,,8.478,
1990-02-20,8.989,,7.07,,,,8.629,
1990-02-21,8.743,,6.769,,,,8.603,
1990-02-22,8.733,,6.787,,,,8.539,
1990-02-23,8.738,,6.959,,,,8.537,
1990-02-26,8.697,,6.877,,,,8.459,
1990-02-27,8.625,,6.959,,,,8.414,
1990-02-28,,,7.022,,,,8.515,
1990-03-01,8.962,,6.583,,,,8.581,
1990-03-02,8.982,,6.614,,,,8.546,
1990-03-05,8.957,,6.599,,,,8.631,
1990-03-06,9.019,,6.567,,,,8.562,
1990-03-07,8.983,,6.699,,,,8.579,
1990-03-08,8.901,,6.699,,,,8.553,
1990-03-09,8.926,,6.699,,,,8.631,
1990-03-12,8.916,,6.699,,,,8.629,
1990-03-13,8.896,,6.769,,,,8.708,
1990-03-14,8.718,,6.769,,,,8.628,
1990-03-15,8.708,,6.737,,,,8.652,
1990-03-16,8.658,,6.7,,,,8.566,
1990-03-19,8.814,,6.7,,,,8.581,
1990-03-20,8.718,,6.721,,,,8.533,
1990-03-21,8.648,,6.721,,,,8.564,
1990-03-22,8.548,,6.84,,,,8.528,
1990-03-23,8.608,,6.721,,,,8.521,
1990-03-26,8.488,,6.721,,,,8.495,
1990-03-27,8.528,,6.727,,,,8.512,
1990-03-28,8.548,,6.911,,,,8.495,
1990-03-29,8.518,,6.807,,,,8.614,
1990-03-30,8.405,,6.922,,,,8.628,
1990-04-02,8.39,,6.928,,,,8.64,
1990-04-03,8.424,,6.868,,,,8.626,
1990-04-04,8.444,,6.878,,,,8.547,
1990-04-05,8.449,,6.852,,,,8.559,
1990-04-06,8.554,,6.901,,,,8.552,
1990-04-09,8.649,,6.917,,,,8.587,
1990-04-10,8.69,,6.95,,,,8.623,
1990-04-11,8.649,,6.847,,,,8.611,
1990-04-12,8.649,,6.978,,,,8.633,
1990-04-13,8.649,,6.978,,,,8.614,
1990-04-16,8.649,,6.978,,,,8.666,
1990-04-17,8.695,,6.918,,,,8.741,
1990-04-18,8.68,,6.891,,,,8.851,
1990-04-19,8.721,,6.869,,,,8.863,
1990-04-20,8.721,,6.799,,,,8.945,
1990-04-23,8.792,,6.815,,,,8.977,
1990-04-24,8.833,,6.837,,,,8.975,
1990-04-25,8.813,,6.88,,,,8.992,
1990-04-26,8.793,,6.826,,,,9.062,
1990-04-27,8.808,,6.87,,,,9.042,
1990-04-30,8.813,,6.87,,,,9.022,
1990-05-01,8.813,,6.892,,,,9.06,
1990-05-02,8.855,,6.892,,,,9.062,
1990-05-03,8.819,,6.892,,,,9.01,
1990-05-04,8.515,,6.892,,,,8.835,
1990-05-07,8.535,,6.789,,,,8.857,
1990-05-08,8.535,,6.789,,,,8.845,
1990-05-09,8.501,,6.729,,,,8.879,
1990-05-10,8.486,,6.74,,,,8.817,
1990-05-11,8.486,,6.577,,,,8.645,
1990-05-14,8.561,,6.391,,,,8.608,
1990-05-15,8.561,,6.391,,,,8.643,
1990-05-16,8.672,,6.469,,,,8.673,
1990-05-17,8.632,,6.417,,,,8.687,
1990-05-18,8.668,,6.433,,,,8.743,
1990-05-21,8.811,,6.469,,,,8.729,
1990-05-22,8.796,,6.36,,,,8.651,
1990-05-23,8.765,,6.34,,,,8.59,
1990-05-24,8.75,,6.314,,,,8.637,
1990-05-25,8.776,,6.237,,,,8.691,
1990-05-28,8.791,,6.278,,,,8.702,
1990-05-29,,,6.381,,,,8.637,
1990-05-30,,,6.365,,,,8.611,
1990-05-31,,,6.355,,,,8.599,
1990-06-01,8.686,,6.36,,,,8.454,
1990-06-04,8.694,,6.35,,,,8.44,
1990-06-05,8.671,,6.35,,,,8.463,
1990-06-06,8.738,,6.396,,,,8.459,
1990-06-07,8.795,,6.396,,,,8.451,
1990-06-08,8.815,,6.422,,,,8.472,
1990-06-11,8.844,,6.517,,,,8.476,
1990-06-12,8.858,,6.459,,,,8.481,
1990-06-13,8.848,,6.449,,,,8.395,
1990-06-14,8.838,,6.386,,,,8.363,
1990-06-15,8.833,,6.423,,,,8.45,
1990-06-18,8.863,,6.428,,,,8.49,
1990-06-19,8.858,,6.47,,,,8.503,
1990-06-20,8.833,,6.47,,,,8.536,
1990-06-21,8.838,,6.501,,,,8.513,
1990-06-22,8.798,,6.57,,,,8.498,
1990-06-25,8.769,,6.581,,,,8.585,
1990-06-26,8.696,,6.56,,,,8.533,
1990-06-27,8.696,,6.56,,,,8.498,
1990-06-28,8.73,,6.667,,,,8.449,
1990-06-29,8.715,,6.667,,,,8.412,
1990-07-02,8.681,,6.749,,,,8.409,
1990-07-03,8.638,,6.727,,,,8.393,
1990-07-04,8.599,,6.667,,,,8.383,
1990-07-05,8.632,,6.684,,,,8.4,
1990-07-06,8.666,,6.635,,,,8.513,
1990-07-09,8.666,,6.635,,,,8.558,
1990-07-10,8.724,,6.727,,,,8.572,
1990-07-11,8.69,,6.711,,,,8.569,
1990-07-12,8.646,,6.771,,,,8.494,
1990-07-13,8.561,,6.771,,,,8.436,
1990-07-16,8.459,,6.722,,,,8.435,
1990-07-17,8.492,,6.766,,,,8.435,
1990-07-18,8.364,,6.771,,,,8.501,
1990-07-19,8.44,,6.826,,,,8.491,
1990-07-20,8.411,,6.91,,,,8.47,
1990-07-23,8.439,,6.994,,,,8.491,
1990-07-24,8.544,,7.011,,,,8.533,
1990-07-25,8.515,,6.988,,,,8.479,
1990-07-26,8.524,,7.017,,,,8.483,
1990-07-27,8.5,,7.096,,,,8.416,
1990-07-30,8.5,,7.096,,,,8.344,
1990-07-31,,,7.136,,,,8.341,
1990-08-01,8.604,,7.097,,,,8.276,
1990-08-02,8.723,,7.12,,,,8.376,
1990-08-03,8.781,,7.276,,,,8.443,
1990-08-06,8.883,,7.548,,,,8.676,
1990-08-07,8.849,,7.737,,,,8.714,
1990-08-08,8.883,,7.548,,,,8.736,
1990-08-09,8.839,,7.597,,,,8.648,
1990-08-10,8.824,,7.604,,,,8.657,
1990-08-13,8.858,,7.61,,,,8.693,
1990-08-14,8.828,,7.634,,,,8.655,
1990-08-15,8.799,,7.532,,,,8.638,
1990-08-16,8.814,,7.514,,,,8.778,
1990-08-17,8.852,,7.548,,,,8.79,
1990-08-20,8.931,,7.557,,,,8.811,
1990-08-21,8.97,,7.623,,,,8.833,
1990-08-22,8.925,,7.746,,,,8.946,
1990-08-23,8.98,,7.958,,,,9.009,
1990-08-24,9.006,,7.977,,,,9.036,
1990-08-27,8.981,,7.947,,,,8.873,
1990-08-28,8.946,,7.859,,,,8.921,
1990-08-29,8.936,,8.042,,,,8.811,
1990-08-30,8.941,,7.872,,,,8.842,
1990-08-31,8.941,,7.8,,,,8.846,
1990-09-03,8.955,,7.75,,,,8.87,
1990-09-04,9.021,,7.8,,,,8.887,
1990-09-05,8.992,,7.775,,,,8.832,
1990-09-06,8.977,,7.874,,,,8.82,
1990-09-07,8.997,,7.912,,,,8.789,
1990-09-10,8.943,,7.931,,,,8.834,
1990-09-11,8.951,,7.969,,,,8.793,
1990-09-12,8.956,,8.041,,,,8.803,
1990-09-13,8.981,,7.876,,,,8.822,
1990-09-14,9.033,,8.028,,,,8.868,
1990-09-17,9.04,,8.079,,,,8.897,
1990-09-18,9.031,,8.221,,,,8.904,
1990-09-19,9.022,,8.204,,,,8.872,
1990-09-20,9.018,,8.133,,,,8.899,
1990-09-21,9.042,,8.126,,,,8.977,
1990-09-24,9.095,,8.134,,,,9.03,
1990-09-25,9.112,,8.141,,,,8.991,
1990-09-26,9.11,,8.225,,,,8.977,
1990-09-27,9.113,,8.251,,,,8.87,
1990-09-28,9.129,,8.24,,,,8.795,
1990-10-01,9.069,,8.272,,,,8.725,
1990-10-02,9.036,,8.194,,,,8.68,
1990-10-03,,,8.046,,,,8.718,
1990-10-04,9.058,,8.093,,,,8.647,
1990-10-05,9.093,,8.093,,,,8.642,
1990-10-08,9.048,,7.914,,,,8.665,
1990-10-09,9.086,,7.914,,,,8.807,
1990-10-10,9.125,,7.915,,,,8.906,
1990-10-11,9.116,,7.752,,,,8.918,
1990-10-12,9.098,,7.865,,,,8.807,
1990-10-15,9.08,,7.796,,,,8.79,
1990-10-16,9.083,,7.728,,,,8.751,
1990-10-17,9.052,,7.704,,,,8.742,
1990-10-18,8.991,,7.545,,,,8.677,
1990-10-19,8.972,,7.545,,,,8.612,
1990-10-22,8.968,,7.504,,,,8.617,
1990-10-23,8.987,,7.498,,,,8.662,
1990-10-24,8.989,,7.408,,,,8.639,
1990-10-25,8.992,,7.516,,,,8.617,
1990-10-26,8.985,,7.487,,,,8.626,
1990-10-29,8.97,,7.542,,,,8.689,
1990-10-30,9.005,,7.433,,,,8.679,
1990-10-31,8.996,,7.433,,,,8.617,
1990-11-01,8.973,,7.451,,,,8.548,
1990-11-02,8.981,,7.524,,,,8.562,
1990-11-05,9.002,,7.458,,,,8.489,
1990-11-06,9.017,,7.404,,,,8.508,
1990-11-07,9.026,,7.434,,,,8.55,
1990-11-08,9.066,,7.448,,,,8.547,
1990-11-09,9.072,,7.466,,,,8.467,
1990-11-12,9.04,,7.472,,,,8.415,
1990-11-13,8.973,,7.472,,,,8.383,
1990-11-14,9.002,,7.466,,,,8.36,
1990-11-15,8.999,,7.479,,,,8.36,
1990-11-16,8.933,,7.472,,,,8.297,
1990-11-19,8.892,,7.472,,,,8.35,
1990-11-20,8.832,,7.317,,,,8.303,
1990-11-21,8.832,,7.329,,,,8.259,
1990-11-22,8.794,,7.264,,,,8.273,
1990-11-23,8.793,,7.194,,,,8.284,
1990-11-26,8.811,,7.194,,,,8.275,
1990-11-27,8.824,,7.002,,,,8.277,
1990-11-28,8.839,,7.129,,,,8.286,
1990-11-29,8.859,,7.129,,,,8.335,
1990-11-30,8.818,,7.148,,,,8.252,
1990-12-03,8.787,,7.084,,,,8.212,
1990-12-04,8.873,,7.055,,,,8.164,
1990-12-05,8.876,,7.102,,,,8.159,
1990-12-06,8.834,,6.934,,,,8.17,
1990-12-07,8.794,,6.98,,,,8.022,
1990-12-10,8.786,,6.952,,,,7.963,
1990-12-11,8.707,,6.849,,,,7.918,
1990-12-12,8.699,,6.782,,,,7.904,
1990-12-13,8.63,,6.81,,,,7.96,
1990-12-14,8.66,,6.737,,,,8.03,
1990-12-17,8.719,,6.709,,,,8.005,
1990-12-18,8.737,,6.681,,,,7.892,
1990-12-19,8.714,,6.659,,,,7.993,
1990-12-20,8.868,,6.598,,,,8.05,
1990-12-21,8.948,,6.621,,,,8.107,
1990-12-24,,,6.682,,,,8.185,
1990-12-25,,,6.682,,,,8.182,
1990-12-26,,,6.682,,,,8.122,
1990-12-27,8.983,,6.688,,,,8.086,
1990-12-28,8.992,,,,,,8.129,
1990-12-31,,,,,,,8.067,
1991-01-03,8.936,,6.71,,,,7.928,
1991-01-04,8.936,,6.71,,,,8.014,
1991-01-07,9.001,,6.71,,,,8.123,
1991-01-08,8.983,,6.688,,,,8.174,
1991-01-09,8.983,,6.688,,,,8.25,
1991-01-10,8.963,,6.649,,,,8.125,
1991-01-11,8.946,,6.61,,,,8.171,
1991-01-14,8.968,,6.577,,,,8.174,
1991-01-15,8.97,,6.605,,,,8.201,
1991-01-16,8.996,,6.61,,,,8.229,
1991-01-17,8.848,,6.694,,,,8.047,
1991-01-18,8.868,,6.522,,,,8.017,
1991-01-21,8.855,,6.522,,,,8.044,
1991-01-22,8.871,,6.539,,,,8.072,
1991-01-23,8.857,,6.588,,,,8.019,
1991-01-24,8.728,,6.572,,,,7.978,
1991-01-25,8.727,,6.566,,,,8.037,
1991-01-28,8.751,,6.544,,,,8.039,
1991-01-29,8.685,,6.539,,,,8.025,
1991-01-30,8.643,,6.528,,,,8.036,
1991-01-31,8.615,,6.522,,,,8.007,
1991-02-01,8.595,,6.522,,,,7.909,
1991-02-04,8.575,,6.589,,,,7.859,
1991-02-05,8.452,,6.6,,,,7.852,
1991-02-06,8.45,,6.528,,,,7.82,
1991-02-07,8.388,,6.451,,,,7.834,
1991-02-08,8.414,,6.451,,,,7.772,
1991-02-11,8.41,,6.407,,,,7.772,
1991-02-12,8.444,,6.407,,,,7.775,
1991-02-13,8.419,,6.353,,,,7.763,
1991-02-14,8.245,,6.347,,,,7.791,
1991-02-15,8.256,,6.315,,,,7.784,
1991-02-18,8.211,,6.283,,,,7.765,
1991-02-19,8.248,,6.229,,,,7.809,
1991-02-20,8.317,,6.272,,,,7.859,
1991-02-21,8.314,,6.256,,,,7.859,
1991-02-22,8.322,,6.256,,,,7.898,
1991-02-25,8.302,,6.32,,,,7.884,
1991-02-26,8.354,,6.309,,,,7.961,
1991-02-27,8.36,,6.331,,,,7.965,
1991-02-28,8.329,,6.385,,,,8.033,
1991-03-01,8.373,,,,,,8.12,
1991-03-04,8.414,,,,,,8.127,
1991-03-05,8.353,,,,,,8.073,
1991-03-06,8.341,,,,,,8.108,
1991-03-07,8.292,,,,,,8.052,
1991-03-08,8.304,,,,,,8.129,
1991-03-11,8.339,,,,,,8.049,
1991-03-12,8.338,,,,,,8.089,
1991-03-13,8.38,,,,,,8.005,
1991-03-14,8.366,,,,,,8.021,
1991-03-15,8.421,,,,,,8.094,
1991-03-18,8.456,,,,,,8.144,
1991-03-19,8.5,,,,,,8.234,
1991-03-20,8.485,,,,,,8.167,
1991-03-21,8.467,,,,,,8.139,
1991-03-22,8.468,,,,,,8.123,
1991-03-25,8.514,,,,,,8.127,
1991-03-26,8.547,,,,,,8.113,
1991-03-27,8.549,,,,,,8.057,
1991-03-28,8.484,,,,,,8.054,
1991-03-29,,,,,,,8.061,
1991-04-01,,,,,,,8.066,
1991-04-02,8.471,,6.609,,,,8.024,
1991-04-03,8.435,,6.683,,,,8.045,
1991-04-04,8.354,,6.683,,,,7.996,
1991-04-05,8.331,,6.673,,,,7.982,
1991-04-08,8.281,,6.615,,,,7.968,
1991-04-09,8.316,,6.641,,,,8.019,
1991-04-10,8.34,,6.609,,,,8.083,
1991-04-11,8.321,,6.679,,,,8.069,
1991-04-12,8.309,,6.748,,,,7.968,
1991-04-15,8.315,,6.732,,,,7.961,
1991-04-16,8.382,,6.732,,,,7.951,
1991-04-17,8.335,,6.615,,,,7.942,
1991-04-18,8.364,,6.636,,,,8.027,
1991-04-19,8.422,,6.636,,,,8.102,
1991-04-22,8.448,,6.606,,,,8.148,
1991-04-23,8.397,,6.606,,,,8.117,
1991-04-24,8.418,,6.652,,,,8.048,
1991-04-25,8.407,,6.652,,,,8.072,
1991-04-26,8.442,,6.662,,,,8.046,
1991-04-29,8.398,,6.662,,,,8.062,
1991-04-30,8.341,,6.662,,,,8.013,
1991-05-01,,,6.668,,,,7.996,
1991-05-02,8.337,,6.595,,,,7.942,
1991-05-03,8.385,,6.595,,,,8.041,
1991-05-06,8.375,,6.595,,,,8.032,
1991-05-07,8.399,,6.595,,,,8.058,
1991-05-08,8.437,,6.626,,,,8.042,
1991-05-09,8.41,,6.637,,,,8.016,
1991-05-10,8.404,,6.637,,,,8.101,
1991-05-13,8.425,,6.595,,,,8.062,
1991-05-14,8.498,,6.6,,,,8.127,
1991-05-15,,,6.6,,,,8.127,
1991-05-16,8.426,,6.6,,,,8.131,
1991-05-17,8.436,,6.637,,,,8.083,
1991-05-20,8.436,,6.58,,,,8.085,
1991-05-21,8.358,,6.595,,,,8.05,
1991-05-22,8.329,,6.595,,,,8.066,
1991-05-23,8.331,,6.595,,,,8.082,
1991-05-24,8.335,,6.59,,,,8.085,
1991-05-27,8.297,,6.606,,,,8.082,
1991-05-28,8.274,,6.611,,,,8.061,
1991-05-29,8.262,,6.611,,,,8.061,
1991-05-30,8.273,,6.606,,,,8.013,
1991-05-31,8.266,,6.59,,,,8.059,
1991-06-03,8.305,,6.585,,,,8.143,
1991-06-04,8.308,,6.585,,,,8.128,
1991-06-05,8.338,,6.621,,,,8.18,
1991-06-06,8.327,,6.621,,,,8.222,
1991-06-07,8.361,,6.616,,,,8.279,
1991-06-10,8.366,,6.616,,,,8.284,
1991-06-11,8.346,,6.752,,,,8.286,
1991-06-12,8.368,,6.789,,,,8.364,
1991-06-13,8.368,,6.827,,,,8.322,
1991-06-14,8.329,,6.811,,,,8.269,
1991-06-17,8.345,,6.821,,,,8.305,
1991-06-18,8.317,,6.827,,,,8.317,
1991-06-19,8.324,,6.821,,,,8.317,
1991-06-20,8.323,,6.854,,,,8.274,
1991-06-21,8.316,,6.806,,,,8.317,
1991-06-24,8.34,,6.774,,,,8.326,
1991-06-25,8.356,,6.806,,,,8.329,
1991-06-26,8.372,,6.806,,,,8.336,
1991-06-27,8.414,,6.801,,,,8.305,
1991-06-28,8.492,,6.817,,,,8.227,
1991-07-01,8.518,,6.753,,,,8.258,
1991-07-02,8.532,,6.742,,,,8.26,
1991-07-03,8.513,,6.726,,,,8.246,
1991-07-04,8.537,,6.748,,,,8.255,
1991-07-05,8.574,,6.737,,,,8.334,
1991-07-08,8.567,,6.742,,,,8.324,
1991-07-09,8.566,,6.748,,,,8.353,
1991-07-10,8.532,,6.748,,,,8.327,
1991-07-11,8.555,,6.748,,,,8.284,
1991-07-12,8.517,,6.748,,,,8.258,
1991-07-15,8.527,,6.737,,,,8.27,
1991-07-16,8.587,,6.7,,,,8.26,
1991-07-17,8.576,,6.695,,,,8.31,
1991-07-18,8.608,,6.695,,,,8.282,
1991-07-19,8.635,,6.706,,,,8.28,
1991-07-22,8.633,,6.7,,,,8.28,
1991-07-23,8.679,,6.695,,,,8.301,
1991-07-24,8.675,,6.684,,,,8.232,
1991-07-25,8.691,,6.658,,,,8.187,
1991-07-26,8.707,,6.637,,,,8.197,
1991-07-29,8.695,,6.59,,,,8.197,
1991-07-30,8.693,,6.574,,,,8.192,
1991-07-31,8.669,,6.559,,,,8.147,
1991-08-01,8.647,,6.6,,,,8.161,
1991-08-02,8.597,,6.537,,,,8.053,
1991-08-05,8.604,,6.542,,,,8.027,
1991-08-06,8.58,,6.511,,,,7.966,
1991-08-07,8.568,,6.495,,,,7.957,
1991-08-08,8.578,,6.48,,,,7.985,
1991-08-09,8.593,,6.537,,,,7.973,
1991-08-12,8.586,,6.521,,,,7.948,
1991-08-13,8.517,,6.469,,,,7.907,
1991-08-14,8.489,,6.443,,,,7.811,
1991-08-15,8.447,,6.381,,,,7.838,
1991-08-16,8.472,,6.381,,,,7.824,
1991-08-19,8.627,,6.35,,,,7.838,
1991-08-20,8.603,,6.527,,,,7.801,
1991-08-21,8.511,,6.49,,,,7.785,
1991-08-22,8.489,,6.381,,,,7.781,
1991-08-23,8.504,,6.381,,,,7.87,
1991-08-26,8.504,,6.376,,,,7.911,
1991-08-27,8.491,,6.391,,,,7.911,
1991-08-28,8.445,,6.391,,,,7.815,
1991-08-29,8.411,,6.412,,,,7.755,
1991-08-30,8.464,,6.412,,,,7.816,
1991-09-02,8.412,,6.294,,,,7.81,
1991-09-03,8.409,,6.273,,,,7.794,
1991-09-04,8.422,,6.253,,,,7.812,
1991-09-05,8.453,,6.237,,,,7.844,
1991-09-06,8.419,,6.237,,,,7.755,
1991-09-09,8.393,,6.237,,,,7.721,
1991-09-10,8.426,,6.217,,,,7.72,
1991-09-11,8.438,,6.212,,,,7.732,
1991-09-12,8.412,,6.201,,,,7.632,
1991-09-13,8.411,,6.136,,,,7.641,
1991-09-16,8.407,,6.096,,,,7.63,
1991-09-17,8.403,,6.096,,,,7.607,
1991-09-18,8.412,,6.126,,,,7.607,
1991-09-19,8.435,,6.11,,,,7.602,
1991-09-20,8.434,,6.125,,,,7.571,
1991-09-23,8.457,,6.055,,,,7.551,
1991-09-24,8.426,,6.055,,,,7.562,
1991-09-25,8.428,,6.025,,,,7.573,
1991-09-26,8.429,,6.005,,,,7.544,
1991-09-27,8.417,,5.991,,,,7.481,
1991-09-30,8.397,,5.99,,,,7.445,
1991-10-01,8.348,,6.015,,,,7.429,
1991-10-02,8.316,,5.985,,,,7.467,
1991-10-03,,,5.951,,,,7.467,
1991-10-04,8.274,,5.916,,,,7.385,
1991-10-07,8.264,,5.931,,,,7.389,
1991-10-08,8.298,,5.931,,,,7.433,
1991-10-09,8.286,,5.94,,,,7.513,
1991-10-10,8.267,,5.989,,,,7.565,
1991-10-11,8.214,,5.989,,,,7.45,
1991-10-14,8.226,,5.999,,,,7.457,
1991-10-15,8.24,,6.014,,,,7.426,
1991-10-16,8.238,,5.969,,,,7.448,
1991-10-17,8.231,,5.949,,,,7.569,
1991-10-18,8.23,,5.915,,,,7.506,
1991-10-21,8.288,,5.851,,,,7.627,
1991-10-22,8.317,,5.831,,,,7.675,
1991-10-23,8.327,,5.88,,,,7.679,
1991-10-24,8.314,,5.909,,,,7.643,
1991-10-25,8.342,,5.889,,,,7.672,
1991-10-28,8.384,,5.909,,,,7.64,
1991-10-29,8.329,,5.924,,,,7.491,
1991-10-30,8.337,,5.889,,,,7.469,
1991-10-31,8.36,,5.918,,,,7.46,
1991-11-01,8.35,,5.938,,,,7.473,
1991-11-04,8.379,,5.903,,,,7.493,
1991-11-05,8.365,,5.903,,,,7.552,
1991-11-06,8.328,,5.947,,,,7.527,
1991-11-07,8.315,,5.992,,,,7.426,
1991-11-08,8.234,,5.957,,,,7.417,
1991-11-11,8.25,,5.952,,,,7.399,
1991-11-12,8.239,,5.942,,,,7.348,
1991-11-13,8.234,,5.878,,,,7.399,
1991-11-14,8.212,,5.883,,,,7.346,
1991-11-15,8.223,,5.887,,,,7.306,
1991-11-18,8.246,,5.892,,,,7.339,
1991-11-19,8.224,,5.877,,,,7.372,
1991-11-20,8.235,,5.887,,,,7.363,
1991-11-21,8.239,,5.941,,,,7.403,
1991-11-22,8.281,,5.916,,,,7.445,
1991-11-25,8.3,,5.946,,,,7.461,
1991-11-26,8.273,,5.95,,,,7.405,
1991-11-27,8.322,,5.926,,,,7.411,
1991-11-28,8.306,,5.916,,,,7.416,
1991-11-29,8.328,,5.896,,,,7.376,
1991-12-02,8.343,,5.866,,,,7.304,
1991-12-03,8.3,,5.846,,,,7.275,
1991-12-04,8.325,,5.836,,,,7.187,
1991-12-05,8.271,,5.791,,,,7.236,
1991-12-06,8.252,,5.752,,,,7.231,
1991-12-09,8.263,,5.709,,,,7.226,
1991-12-10,8.27,,5.727,,,,7.209,
1991-12-11,8.278,,5.689,,,,7.206,
1991-12-12,8.234,,5.698,,,,7.18,
1991-12-13,8.248,,5.688,,,,7.206,
1991-12-16,8.214,,5.693,,,,7.195,
1991-12-17,8.168,,5.693,,,,7.177,
1991-12-18,8.164,,5.683,,,,7.186,
1991-12-19,8.12,,5.696,,,,7.081,
1991-12-20,8.116,,5.716,,,,6.963,
1991-12-23,8.129,,,,,,6.864,
1991-12-24,,,5.701,,,,6.875,
1991-12-25,,,5.7,,,,6.879,
1991-12-26,,,5.661,,,,6.842,
1991-12-27,8.117,,5.618,,,,6.823,
1991-12-30,8.034,,5.617,,,,6.716,
1991-12-31,8.009,,5.474,,,,6.699,
1992-01-02,7.988,,5.508,,,,6.782,
1992-01-03,8.001,,5.508,,,,6.837,
1992-01-06,7.965,,5.508,,,,6.798,
1992-01-07,7.955,,5.47,,,,6.755,
1992-01-08,7.962,,5.428,,,,6.751,
1992-01-09,7.898,,5.446,,,,6.782,
1992-01-10,7.912,,5.446,,,,6.852,
1992-01-13,7.927,,5.455,,,,6.952,
1992-01-14,7.878,,5.474,,,,7.028,
1992-01-15,7.837,,5.479,,,,7.056,
1992-01-16,7.893,,5.479,,,,7.153,
1992-01-17,7.877,,5.535,,,,7.086,
1992-01-20,7.855,,5.535,,,,7.066,
1992-01-21,7.807,,5.446,,,,7.02,
1992-01-22,7.845,,5.436,,,,7.093,
1992-01-23,7.845,,5.366,,,,7.23,
1992-01-24,7.865,,5.384,,,,7.238,
1992-01-27,7.883,,5.412,,,,7.254,
1992-01-28,7.846,,5.412,,,,7.165,
1992-01-29,7.839,,5.435,,,,7.247,
1992-01-30,7.859,,5.416,,,,7.307,
1992-01-31,7.886,,5.416,,,,7.274,
1992-02-03,7.917,,5.505,,,,7.348,
1992-02-04,7.921,,5.51,,,,7.267,
1992-02-05,7.916,,5.577,,,,7.186,
1992-02-06,7.909,,5.605,,,,7.209,
1992-02-07,7.868,,5.543,,,,7.177,
1992-02-10,7.877,,5.543,,,,7.186,
1992-02-11,7.86,,5.567,,,,7.217,
1992-02-12,7.86,,5.586,,,,7.266,
1992-02-13,7.867,,5.586,,,,7.388,
1992-02-14,7.914,,5.557,,,,7.386,
1992-02-17,7.913,,5.586,,,,7.388,
1992-02-18,7.91,,5.571,,,,7.47,
1992-02-19,7.935,,5.528,,,,7.397,
1992-02-20,7.925,,5.547,,,,7.395,
1992-02-21,7.942,,5.523,,,,7.445,
1992-02-24,7.94,,5.509,,,,7.483,
1992-02-25,7.895,,5.527,,,,7.447,
1992-02-26,7.853,,5.551,,,,7.322,
1992-02-27,7.83,,5.523,,,,7.327,
1992-02-28,7.843,,5.513,,,,7.25,
1992-03-02,7.856,,5.513,,,,7.379,
1992-03-03,7.856,,5.532,,,,7.408,
1992-03-04,7.873,,5.575,,,,7.422,
1992-03-05,7.89,,5.594,,,,7.509,
1992-03-06,7.913,,5.57,,,,7.474,
1992-03-09,7.888,,5.56,,,,7.404,
1992-03-10,7.882,,5.541,,,,7.44,
1992-03-11,7.915,,5.541,,,,7.507,
1992-03-12,7.926,,5.56,,,,7.599,
1992-03-13,7.95,,5.569,,,,7.699,
1992-03-16,7.95,,5.569,,,,7.685,
1992-03-17,7.921,,5.564,,,,7.611,
1992-03-18,7.944,,5.54,,,,7.613,
1992-03-19,7.966,,5.511,,,,7.555,
1992-03-20,8.005,,5.477,,,,7.63,
1992-03-23,8.048,,5.477,,,,7.609,
1992-03-24,8.024,,5.477,,,,7.516,
1992-03-25,8.0,,5.487,,,,7.516,
1992-03-26,8.024,,5.477,,,,7.581,
1992-03-27,8.033,,5.467,,,,7.521,
1992-03-30,8.001,,5.439,,,,7.514,
1992-03-31,8.001,,5.434,,,,7.528,
1992-04-01,8.026,,5.467,,,,7.445,
1992-04-02,8.022,,5.52,,,,7.443,
